"PercOracleORD","MSE-Norm","MSE-SoC","PerImpOverTO","MissclassPerc"
0.970059399582598,36.52,12800,1.00826777973993,0.2696
1,0,12800,1.04091365461847,1
1,0,12800,1.04064303380049,1
1,0,12800,1.04064630143903,1
1,0,12800,1.04041928721174,1
1,0,12800,1.04300161468514,1
1,0,12800,1.04387933183745,1
1,0,12800,1.06012631578947,1
1,0,12800,1.04187049166736,1
1,0,12800,1.04224295950675,1
0.963943076431084,50,12800,1,0
1,0,12800,1.04206309464196,1
1,0,12800,1.04332552693208,1
0.990359042553192,12.22,12800,1.03100066489362,0.7556
1,0,12800,1.0426874844282,1
1,0,12800,1.0390073865051,1
1,0,12800,1.06567492181557,1
0.992103075644223,12.66,12800,1.03266832917706,0.7468
1,0,12800,1.03983631200935,1
0.963313703644756,50,12800,1,0
1,0,12800,1.04030100334448,1
0.970593000648088,37.73,12800,1.0098023331173,0.2454
1,0,12800,1.04028752925443,1
1,0,12800,1.04310202736113,1
1,0,12800,1.06314725940894,1
0.991191583068265,12.97,12800,1.02838267678003,0.7406
0.991275720164609,12.27,12800,1.03045267489712,0.7546
0.990641162466136,12.05,12800,1.03029307938593,0.759
1,0,12800,1.03965746591287,1
0.990439770554493,12.3,12800,1.0308421315155,0.754
1,0,12800,1.03932442651878,1
1,0,12800,1.03669415923245,1
1,0,12800,1.03803039109856,1
1,0,12800,1.06390153431125,1
1,0,12800,1.03791312948158,1
0.972112197882144,36.84,12800,1.01196346293752,0.2632
1,0,12800,1.04097471417842,1
0.990399606137688,12.17,12800,1.0276524165094,0.7566
1,0,12800,1.03943191311612,1
1,0,12800,1.06130397967824,1
0.990614543377132,12.74,12800,1.02782991920346,0.7452
1,0,12800,1.06123136528257,1
0.974438293715402,37.34,12800,1.03126017583849,0.2532
0.946677091477717,148.44,12800,0.981157154026583,0.2578
1,0,12800,1.04046911133135,1
1,0,12800,1.05979957286019,1
1,0,12800,1.05843282327224,1
0.964949119689872,50,12800,1,0
0.989621087314662,12.84,12800,1.03146622734761,0.7432
1,0,12800,1.04253904951811,1
0.990161223646135,12.55,12800,1.02885489871848,0.749
1,0,12800,1.04087893864013,1
1,0,12800,1.05944287846128,1
1,0,12800,1.0385136278991,1
1,0,12800,1.06061374587877,1
0.990828720152028,12.49,12800,1.02809220854334,0.7502
0.99002555436485,12.56,12800,1.02712060011541,0.7488
1,0,12800,1.06022793444805,1
