"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
7.39664218207181e-09,5.60680662394897e-81,9.18976881169042e-29,5.60569665800871e-44,1.74358479264798e-49,2.36243364725651e-24,3.16406213680048e-30,9.39944428738143e-163,4.6835406205465e-177,4.96278981073761e-44
2.72002018099651e-07,1.37408192702408e-92,2.7293649105142e-35,5.13605168174613e-47,5.84640354867705e-51,4.22230461830841e-28,2.41864435544932e-29,1.60524996249272e-147,1.31661773523553e-187,1.71176024003852e-29
0.00136006420668306,1.37528922686652e-81,1.04420775144718e-29,5.19904515481554e-44,2.16936595914099e-45,3.36635035906297e-29,1.94263545210885e-28,5.83390950574489e-172,1.14548660038267e-173,7.00514418278612e-47
7.57184491039544e-08,5.15799010473885e-85,1.66292272135472e-28,1.5626062955674e-40,3.51642311636106e-87,5.89117514167762e-24,1.44504334728298e-27,4.04587683794221e-133,5.14004586381664e-149,3.63223087035726e-39
1.97924008866754e-05,1.25402487939882e-85,8.0863205173094e-28,3.2109375850643e-32,4.68193539146069e-98,2.13132757967517e-19,4.95756299312928e-26,3.48494690435457e-138,2.33905844922618e-165,9.42428779198975e-60
0.000338968630218363,7.93946540866497e-72,2.0505295942365e-23,4.0909670072508e-28,4.64794865459941e-54,3.64657462356378e-24,1.07314522855625e-22,8.5899534929255e-131,7.69990181553701e-165,1.48729264985893e-43
4.83432350478735e-11,4.78316029590421e-85,1.85305232321306e-25,1.53997098863378e-34,8.24251104833468e-89,4.34994864570974e-35,6.36488620957649e-32,3.20636643269705e-102,7.47474465220222e-182,2.11758881930491e-45
0.000572345634391587,8.94100335699138e-80,4.44889003873605e-24,1.70788650802844e-44,1.61545848838702e-84,9.61318929191312e-27,3.75704894426762e-31,1.04048060393202e-129,2.47416564778644e-194,1.26824885898004e-69
6.40019098701113e-08,4.60681235123373e-84,2.13234201327754e-27,3.25340553568351e-37,1.23058261045849e-84,1.5330486221805e-32,1.011701925094e-37,3.38180247477778e-129,7.47605041498372e-188,9.47802440976231e-30
5.41787828970041e-10,7.15820965558331e-91,1.04004336934774e-17,7.02667469469082e-49,4.36623637629503e-100,1.01693632338162e-23,4.42135934977428e-29,2.47599164050937e-130,7.46504621231151e-186,5.88345526679871e-36
1.68348249952721e-05,2.67804058337756e-87,4.73382155174823e-21,5.33363811792681e-34,2.65197661489465e-95,8.80665864945758e-28,3.73837359072066e-29,5.27325853820664e-125,4.01114764308061e-170,4.57716147965551e-34
1.54783045142452e-05,1.21310307671014e-93,4.78744122167355e-19,2.29375785470959e-38,1.02517303843599e-98,4.0419431590201e-29,6.83961146855905e-33,6.23335709693044e-93,9.90082709531552e-196,1.2237717556644e-36
