"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2.94133007415836e-09,3.50586056936128e-60,7.89717772443889e-33,9.09258072395504e-51,7.82586593858963e-105,1.2897430457586e-43,6.25903995308649e-55,4.31706828773454e-114,4.25624082773363e-116,6.40035278378268e-66
2.67818640839417e-09,2.68370374129144e-94,5.32026778609365e-40,4.02486081258985e-51,6.27176795264329e-84,2.63672703510856e-44,1.37947959016597e-59,9.87827107565927e-100,1.16138121888499e-104,1.70271551722005e-83
0.00186032469112258,5.86797953952371e-64,8.48588340612638e-30,1.2531206950076e-34,6.18576103703812e-85,2.45077689071319e-42,9.88659025880289e-48,1.36812041623404e-101,2.8276865631131e-113,1.10968600124461e-60
5.74537285549146e-14,2.58387908758334e-64,6.20453839164684e-45,2.17545832071006e-50,5.603974827243e-94,7.46195661815763e-56,5.68459869762602e-68,3.75140885257708e-123,3.76898817317349e-130,1.79518445926459e-75
7.85150237193411e-13,1.60806175927294e-81,7.33054139050499e-38,8.16098057854368e-53,1.34489144422531e-105,3.50051190065234e-55,8.28682398188688e-64,3.26301424308047e-107,6.96723747290725e-135,3.2299060944961e-59
6.29734906684735e-08,4.7467468911973e-69,5.99893771682618e-33,2.65759185287271e-36,3.00872803410196e-79,6.80457653635268e-43,6.24010400153167e-52,6.29954504341321e-98,3.43368535121077e-131,1.04402237696111e-58
7.6030977515366e-09,2.03760779505075e-75,9.54748502276864e-36,1.31729529862283e-40,1.99877717528211e-87,1.24602393313259e-43,5.05855532545664e-58,4.49926951347385e-112,5.06472746696741e-109,2.27769505946513e-67
1.0457858216582e-07,1.28660146507264e-92,8.57996859348291e-36,3.22396161757405e-43,1.4843690159828e-68,1.6650998447045e-47,4.53975836943908e-53,4.14041778675958e-103,4.76434321067522e-121,1.26792516234476e-64
5.76374497949886e-12,2.00392105630391e-84,2.06591266062777e-36,3.12055826172463e-45,1.87033712152586e-96,1.0662152370882e-64,5.61493726243407e-68,1.4462814432187e-112,4.93478855595194e-104,4.89750091804412e-83
4.95035660244588e-12,4.03453826422739e-82,6.92036708679744e-36,8.13900925370563e-51,9.62735824364861e-96,6.37266967019011e-50,3.5144869056761e-51,2.5905874941117e-108,7.85204603707324e-129,5.4873432487089e-78
1.52209368360309e-07,1.35041601749712e-80,5.49200069814417e-38,2.5028012530086e-51,2.26362839254644e-89,4.25424239517091e-48,7.64973302037822e-70,5.67400900049535e-103,1.24425758789029e-141,3.05497970256141e-65
2.60039600616358e-09,1.15056290703232e-70,1.41299706475402e-33,7.61343428680219e-60,4.04375650318497e-83,1.30570212368937e-59,1.33353769342905e-66,3.55137643932376e-81,2.15431232531416e-126,5.67718406584565e-71
1.40854514112708e-10,8.67588421079349e-64,8.09209708626651e-30,1.46406399032382e-44,4.80854189754509e-91,2.22642538851853e-47,5.11578701567692e-47,5.25451754654634e-86,5.22018109830821e-114,1.92826784024237e-52
7.34254117884773e-11,8.87194973747431e-80,5.43769372372627e-32,4.2425476575756e-37,1.2718755979108e-87,9.11241618608985e-39,5.99665040102833e-49,6.80142342417826e-102,8.79116135595875e-105,8.66424492945734e-61
1.13346361588029e-12,3.56587965628292e-68,1.34961719269016e-31,3.11132696328621e-39,2.94356760583046e-86,2.55161224538281e-44,2.4232327950015e-54,1.75527809105632e-105,2.41216273703191e-109,3.11484250361428e-59
7.16574876221621e-08,1.69957799123326e-68,3.84567284050591e-27,1.65408280736145e-46,1.51521312928226e-87,8.12560128857102e-34,2.04665901820274e-51,2.06768858340747e-101,2.20441254176011e-129,1.45802575462059e-64
1.34466277982404e-06,6.09504613718106e-73,4.02851103952198e-32,6.91021257951828e-42,1.57353614096471e-81,1.64120222997422e-32,3.94836030355652e-50,6.20015468028237e-105,3.63702014978582e-102,7.68175785514976e-49
2.97086152687933e-11,2.12094531354804e-70,1.05527333656877e-37,1.81776359359251e-52,3.2011058661701e-81,7.40733301826427e-53,6.05284721702966e-58,5.52976060911812e-118,2.2318508506688e-154,1.90457968293456e-64
6.12302045394611e-09,8.23465286235455e-93,1.45980474139407e-41,6.61246041309655e-32,7.20605757641481e-105,4.74426638133653e-51,1.06022864503226e-47,7.09853225270257e-102,3.88120905565912e-114,3.41237835318957e-78
5.38386652347394e-13,6.19099409295124e-77,2.21005968510374e-31,1.81450997271061e-37,1.7605715078164e-89,3.97126939433321e-45,2.7008882857143e-55,2.49909760541526e-86,5.45174016325501e-110,4.14967824613511e-60
2.78918470057151e-10,1.1404674278951e-60,6.99031740975061e-29,4.50586269945436e-38,3.96966532182721e-113,2.20384366012926e-52,9.57545664374252e-55,3.27614385183175e-98,1.41163024951025e-128,1.99366332244114e-73
3.55605911963158e-05,1.30831372498895e-77,1.3432008246603e-21,5.30360165648945e-36,5.42511905401009e-88,3.88993717898068e-36,7.34396860763321e-57,1.06779612324769e-86,7.22951206400424e-86,7.06616193201307e-57
4.14863071474836e-15,7.69510140347773e-86,3.0626189489647e-40,7.51403567965684e-49,6.10521951300607e-103,2.14614520154943e-55,5.80494313803982e-68,1.95111647730546e-111,5.23315760369931e-127,3.14467079886872e-74
